GEMS Contest ID,Registered Voters for District,Total Votes,Election Year,Election Month,Election Type
415,15053,4698,2019,November,general election
433,16776,4881,2019,November,general election
431,16776,6352,2019,November,general election
446,7583,2324,2019,November,general election
463,31240,13652,2019,November,general election
663,9083,3183,2019,November,general election
515,74322,24752,2019,November,general election
696,4836,2271,2019,November,general election
360,1330308,397013,2019,November,general election
491,8100,3831,2019,November,general election
679,1330308,612026,2019,November,general election
480,68617,35959,2019,November,general election
407,48974,17152,2019,November,general election
558,70535,27147,2019,November,general election
572,55695,16596,2019,November,general election
688,1330308,573583,2019,November,general election
697,48974,18976,2019,November,general election
612,39964,13816,2019,November,general election
505,113,53,2019,November,general election
610,1801,603,2019,November,general election
554,27344,8031,2019,November,general election
539,76564,29576,2019,November,general election
357,179368,86348,2019,November,general election
413,22519,6770,2019,November,general election
683,1330308,569668,2019,November,general election
404,7866,2200,2019,November,general election
574,979,291,2019,November,general election
382,28387,11629,2019,November,general election
449,5027,2553,2019,November,general election
590,13568,3825,2019,November,general election
592,28385,7965,2019,November,general election
629,220,107,2019,November,general election
406,48974,12536,2019,November,general election
354,1330308,416017,2019,November,general election
531,70633,23204,2019,November,general election
438,18213,9620,2019,November,general election
641,820,257,2019,November,general election
368,35785,8954,2019,November,general election
392,12607,4738,2019,November,general election
630,23651,7668,2019,November,general election
395,12607,4567,2019,November,general election
597,13260,3396,2019,November,general election
541,9184,2227,2019,November,general election
703,9195,4194,2019,November,general election
704,9083,6068,2019,November,general election
389,2136,671,2019,November,general election
513,476063,216059,2019,November,general election
624,1937,749,2019,November,general election
473,37405,18305,2019,November,general election
545,14877,4582,2019,November,general election
693,1330308,608526,2019,November,general election
429,10167,5196,2019,November,general election
430,16776,5081,2019,November,general election
362,1330308,542100,2019,November,general election
518,18395,4866,2019,November,general election
645,52959,15145,2019,November,general election
437,18213,9587,2019,November,general election
453,4864,2109,2019,November,general election
452,5027,2694,2019,November,general election
476,13830,5309,2019,November,general election
623,16135,5758,2019,November,general election
520,18395,4840,2019,November,general election
422,55283,16290,2019,November,general election
375,78684,32118,2019,November,general election
551,28217,10826,2019,November,general election
400,4836,2008,2019,November,general election
391,2136,649,2019,November,general election
459,3412,1261,2019,November,general election
635,38773,12208,2019,November,general election
442,979,421,2019,November,general election
371,35785,11591,2019,November,general election
412,22519,6768,2019,November,general election
359,152208,67794,2019,November,general election
607,8690,3135,2019,November,general election
685,1330308,558200,2019,November,general election
535,354,156,2019,November,general election
428,10167,5162,2019,November,general election
387,1387,508,2019,November,general election
643,70497,22720,2019,November,general election
672,12304,4410,2019,November,general election
503,365,138,2019,November,general election
687,1330308,563693,2019,November,general election
561,48469,20581,2019,November,general election
402,4836,1575,2019,November,general election
496,10007,3248,2019,November,general election
550,28217,11112,2019,November,general election
627,31379,9048,2019,November,general election
642,70497,22658,2019,November,general election
398,18055,7010,2019,November,general election
637,68,26,2019,November,general election
409,48974,17256,2019,November,general election
506,113,59,2019,November,general election
533,354,152,2019,November,general election
432,16776,6222,2019,November,general election
549,28217,8117,2019,November,general election
479,13830,5312,2019,November,general election
467,31240,12934,2019,November,general election
603,82776,22205,2019,November,general election
540,9184,2167,2019,November,general election
562,115951,34149,2019,November,general election
660,9083,4580,2019,November,general election
514,74322,24598,2019,November,general election
579,25220,8103,2019,November,general election
460,3412,1153,2019,November,general election
695,12607,5036,2019,November,general election
